Time,ActivePower,WindSpeed,Theoretical_Power_Curve,WindDirection,Loss,month,Day,Hours,Minutes,mean_Direction,Direction
2018-01-01 08:10:00,443.91,5.45,454.77,238.13,10.86,1,1,8,10,240,SWW
2018-01-01 08:20:00,565.25,5.82,565.35,235.8,0.1,1,1,8,20,240,SWW
2018-01-01 08:30:00,644.04,6.13,668.82,224.96,24.79,1,1,8,30,210,SSW
2018-01-01 08:40:00,712.06,6.35,747.46,216.8,35.4,1,1,8,40,210,SSW
2018-01-01 08:50:00,737.39,6.35,747.6,205.79,10.2,1,1,8,50,210,SSW
2018-01-01 09:00:00,725.87,6.19,691.55,199.85,-34.32,1,1,9,0,210,SSW
2018-01-01 09:10:00,409.0,4.98,330.42,208.0,-78.58,1,1,9,10,210,SSW
2018-01-01 09:20:00,628.44,5.96,611.28,210.95,-17.15,1,1,9,20,210,SSW
2018-01-01 09:30:00,716.1,6.21,697.65,215.69,-18.45,1,1,9,30,210,SSW
2018-01-01 09:40:00,711.5,6.11,662.24,220.84,-49.26,1,1,9,40,210,SSW
2018-01-01 09:50:00,838.15,6.46,789.01,237.07,-49.14,1,1,9,50,240,SWW
2018-01-01 10:00:00,881.06,6.67,872.74,235.67,-8.32,1,1,10,0,240,SWW
2018-01-01 10:10:00,663.7,6.16,680.33,229.33,16.62,1,1,10,10,240,SWW
2018-01-01 10:20:00,578.26,6.01,628.44,234.9,50.18,1,1,10,20,240,SWW
2018-01-01 10:30:00,465.62,5.56,486.78,230.42,21.16,1,1,10,30,240,SWW
2018-01-01 10:40:00,311.05,4.96,326.41,229.54,15.36,1,1,10,40,240,SWW
2018-01-01 10:50:00,230.06,4.6,244.32,231.8,14.26,1,1,10,50,240,SWW
2018-01-01 11:00:00,233.99,4.55,233.63,234.11,-0.36,1,1,11,0,240,SWW
2018-01-01 11:10:00,175.59,4.26,173.57,228.78,-2.02,1,1,11,10,240,SWW
2018-01-01 11:20:00,118.13,3.89,108.57,227.94,-9.56,1,1,11,20,240,SWW
2018-01-01 11:30:00,142.2,4.04,130.23,224.46,-11.97,1,1,11,30,210,SSW
2018-01-01 11:40:00,212.57,4.51,223.2,224.95,10.63,1,1,11,40,210,SSW
2018-01-01 11:50:00,222.61,4.54,231.24,229.13,8.63,1,1,11,50,240,SWW
2018-01-01 12:00:00,194.18,4.32,185.6,227.04,-8.58,1,1,12,0,240,SWW
2018-01-01 12:10:00,82.64,3.63,68.5,230.31,-14.14,1,1,12,10,240,SWW
2018-01-01 12:20:00,75.9,3.71,78.4,233.95,2.5,1,1,12,20,240,SWW
2018-01-01 12:30:00,41.95,3.25,29.29,233.07,-12.66,1,1,12,30,240,SWW
2018-01-01 12:40:00,118.53,3.78,88.87,227.75,-29.66,1,1,12,40,240,SWW
2018-01-01 12:50:00,250.76,4.69,264.12,229.9,13.36,1,1,12,50,240,SWW
2018-01-01 13:00:00,346.86,5.0,336.72,235.28,-10.14,1,1,13,0,240,SWW
2018-01-01 13:10:00,416.42,5.36,430.92,235.59,14.5,1,1,13,10,240,SWW
2018-01-01 13:20:00,331.94,5.02,339.98,229.94,8.04,1,1,13,20,240,SWW
2018-01-01 13:30:00,583.48,5.97,615.06,235.7,31.58,1,1,13,30,240,SWW
2018-01-01 13:40:00,776.55,6.66,868.18,241.46,91.63,1,1,13,40,240,SWW
2018-01-01 13:50:00,752.73,6.6,846.03,242.78,93.3,1,1,13,50,240,SWW
2018-01-01 14:00:00,589.07,5.98,618.73,234.98,29.66,1,1,14,0,240,SWW
2018-01-01 14:10:00,1109.13,7.42,1219.2,235.15,110.07,1,1,14,10,240,SWW
2018-01-01 14:20:00,1482.46,8.19,1638.51,238.48,156.05,1,1,14,20,240,SWW
2018-01-01 14:30:00,1523.43,8.27,1691.15,237.03,167.72,1,1,14,30,240,SWW
2018-01-01 14:40:00,1572.17,8.45,1796.76,238.33,224.59,1,1,14,40,240,SWW
2018-01-01 14:50:00,1698.94,8.58,1875.05,235.64,176.11,1,1,14,50,240,SWW
2018-01-01 15:00:00,1616.85,8.28,1695.54,236.46,78.69,1,1,15,0,240,SWW
2018-01-01 15:10:00,1796.82,8.73,1974.48,234.35,177.65,1,1,15,10,240,SWW
2018-01-01 15:20:00,1885.86,8.76,1993.17,231.0,107.31,1,1,15,20,240,SWW
2018-01-01 15:30:00,2327.51,9.67,2568.83,227.6,241.32,1,1,15,30,240,SWW
2018-01-01 15:40:00,2499.16,10.14,2876.75,227.73,377.59,1,1,15,40,240,SWW
2018-01-01 15:50:00,2820.51,10.77,3186.03,225.28,365.52,1,1,15,50,240,SWW
2018-01-01 16:00:00,2812.28,10.65,3133.26,224.68,320.98,1,1,16,0,210,SSW
2018-01-01 16:10:00,2530.45,9.98,2781.27,225.52,250.83,1,1,16,10,240,SWW
2018-01-01 16:20:00,2399.12,9.87,2711.49,227.27,312.37,1,1,16,20,240,SWW
2018-01-01 16:30:00,2335.59,9.79,2651.34,229.26,315.75,1,1,16,30,240,SWW
2018-01-01 16:40:00,2341.13,9.61,2527.95,230.74,186.81,1,1,16,40,240,SWW
2018-01-01 16:50:00,2391.85,9.62,2531.15,229.49,139.3,1,1,16,50,240,SWW
2018-01-01 17:00:00,2118.39,9.1,2207.79,223.96,89.4,1,1,17,0,210,SSW
2018-01-01 17:10:00,1866.85,8.68,1938.48,219.79,71.63,1,1,17,10,210,SSW
2018-01-01 17:20:00,1865.62,8.77,2000.01,219.04,134.39,1,1,17,20,210,SSW
2018-01-01 17:30:00,1862.45,8.69,1946.37,215.34,83.93,1,1,17,30,210,SSW
2018-01-01 17:40:00,1884.12,8.63,1909.42,216.28,25.3,1,1,17,40,210,SSW
2018-01-01 17:50:00,1855.78,8.61,1899.1,214.53,43.32,1,1,17,50,210,SSW
2018-01-01 18:00:00,1958.13,9.22,2285.92,212.18,327.78,1,1,18,0,210,SSW
2018-01-01 18:10:00,2228.24,10.05,2822.51,210.31,594.27,1,1,18,10,210,SSW
2018-01-01 18:20:00,2529.29,10.32,2974.87,210.59,445.58,1,1,18,20,210,SSW
2018-01-01 18:30:00,2788.26,10.77,3183.72,207.48,395.47,1,1,18,30,210,SSW
2018-01-01 18:40:00,2692.93,10.56,3093.11,208.55,400.18,1,1,18,40,210,SSW
2018-01-01 18:50:00,2535.35,10.25,2938.39,208.01,403.04,1,1,18,50,210,SSW
2018-01-01 19:00:00,2584.67,10.46,3048.82,205.75,464.16,1,1,19,0,210,SSW
2018-01-01 19:10:00,2960.18,11.39,3393.65,200.65,433.46,1,1,19,10,210,SSW
2018-01-01 19:20:00,3062.98,11.57,3437.6,198.12,374.62,1,1,19,20,210,SSW
2018-01-01 19:30:00,3024.39,11.28,3362.67,198.54,338.28,1,1,19,30,210,SSW
2018-01-01 19:40:00,3187.97,11.34,3378.83,200.49,190.85,1,1,19,40,210,SSW
2018-01-01 19:50:00,3387.23,11.8,3488.25,199.25,101.02,1,1,19,50,210,SSW
2018-01-01 20:00:00,3209.02,11.36,3386.24,199.81,177.23,1,1,20,0,210,SSW
2018-01-01 20:10:00,3272.67,11.63,3452.88,198.27,180.22,1,1,20,10,210,SSW
2018-01-01 20:20:00,3209.7,11.44,3407.87,195.63,198.17,1,1,20,20,210,SSW
2018-01-01 20:30:00,3134.52,11.27,3360.23,196.66,225.71,1,1,20,30,210,SSW
2018-01-01 20:40:00,2977.82,11.06,3292.88,196.52,315.06,1,1,20,40,210,SSW
2018-01-01 20:50:00,3431.77,12.1,3537.17,198.26,105.4,1,1,20,50,210,SSW
2018-01-01 21:00:00,3604.21,12.93,3597.47,201.58,-6.74,1,1,21,0,210,SSW
2018-01-01 21:10:00,3601.33,13.32,3600.0,201.94,-1.33,1,1,21,10,210,SSW
2018-01-01 21:20:00,3604.43,13.12,3600.0,203.51,-4.43,1,1,21,20,210,SSW
2018-01-01 21:30:00,3604.39,13.24,3600.0,202.69,-4.39,1,1,21,30,210,SSW
2018-01-01 21:40:00,3604.34,13.24,3600.0,202.94,-4.34,1,1,21,40,210,SSW
2018-01-01 21:50:00,3554.69,13.03,3600.0,201.25,45.31,1,1,21,50,210,SSW
2018-01-01 22:00:00,3479.41,12.96,3597.79,201.34,118.39,1,1,22,0,210,SSW
2018-01-01 22:10:00,3472.33,12.9,3597.13,200.98,124.8,1,1,22,10,210,SSW
2018-01-01 22:20:00,3491.51,12.77,3593.7,201.0,102.19,1,1,22,20,210,SSW
2018-01-01 22:30:00,3536.99,12.9,3597.06,200.51,60.07,1,1,22,30,210,SSW
2018-01-01 22:40:00,3528.66,12.74,3592.81,202.9,64.16,1,1,22,40,210,SSW
2018-01-01 22:50:00,3581.54,12.32,3562.99,202.84,-18.55,1,1,22,50,210,SSW
2018-01-01 23:00:00,3570.08,12.42,3572.56,202.41,2.48,1,1,23,0,210,SSW
2018-01-01 23:10:00,3597.6,12.54,3582.2,201.63,-15.4,1,1,23,10,210,SSW
2018-01-01 23:20:00,3441.03,12.68,3589.95,199.32,148.92,1,1,23,20,210,SSW
2018-01-01 23:30:00,3373.97,13.0,3600.0,197.13,226.03,1,1,23,30,210,SSW
2018-01-01 23:40:00,3369.81,13.3,3600.0,196.49,230.19,1,1,23,40,210,SSW
2018-01-01 23:50:00,3375.9,12.84,3595.98,195.32,220.08,1,1,23,50,210,SSW
2018-01-02 00:00:00,3377.65,12.71,3591.3,196.04,213.65,1,2,0,0,210,SSW
2018-01-02 00:10:00,3374.42,12.18,3547.63,197.74,173.2,1,2,0,10,210,SSW
2018-01-02 00:20:00,3401.08,12.21,3550.31,196.81,149.23,1,2,0,20,210,SSW
2018-01-02 00:30:00,3469.41,12.6,3585.96,193.82,116.55,1,2,0,30,180,S
2018-01-02 00:40:00,3511.81,12.84,3596.0,194.35,84.19,1,2,0,40,180,S
2018-01-02 00:50:00,3536.76,12.5,3578.91,196.01,42.15,1,2,0,50,210,SSW
2018-01-02 01:00:00,3467.81,12.1,3536.11,197.95,68.3,1,2,1,0,210,SSW
2018-01-02 01:10:00,3460.68,12.2,3549.21,201.33,88.53,1,2,1,10,210,SSW
2018-01-02 01:20:00,3589.44,12.55,3582.7,201.19,-6.74,1,2,1,20,210,SSW
2018-01-02 01:30:00,3527.72,12.62,3586.76,202.62,59.04,1,2,1,30,210,SSW
2018-01-02 01:40:00,3561.27,13.1,3600.0,201.77,38.73,1,2,1,40,210,SSW
2018-01-02 01:50:00,3604.07,13.69,3600.0,199.02,-4.07,1,2,1,50,210,SSW
2018-01-02 02:00:00,3604.18,14.1,3600.0,196.26,-4.18,1,2,2,0,210,SSW
2018-01-02 02:10:00,3593.2,14.39,3600.0,195.88,6.8,1,2,2,10,210,SSW
2018-01-02 02:20:00,3493.82,14.08,3600.0,197.64,106.18,1,2,2,20,210,SSW
2018-01-02 02:30:00,3470.7,14.05,3600.0,197.24,129.3,1,2,2,30,210,SSW
2018-01-02 02:40:00,3436.61,13.51,3600.0,196.0,163.39,1,2,2,40,210,SSW
2018-01-02 02:50:00,3401.46,13.71,3600.0,192.42,198.54,1,2,2,50,180,S
2018-01-02 03:00:00,3395.23,13.74,3600.0,191.01,204.77,1,2,3,0,180,S
2018-01-02 03:10:00,3417.5,13.14,3600.0,192.2,182.5,1,2,3,10,180,S
2018-01-02 03:20:00,3465.11,12.87,3596.51,192.77,131.4,1,2,3,20,180,S
2018-01-02 03:30:00,3467.42,12.85,3596.06,192.47,128.64,1,2,3,30,180,S
2018-01-02 03:40:00,3522.41,12.73,3592.42,192.57,70.01,1,2,3,40,180,S
2018-01-02 03:50:00,3510.11,12.52,3580.32,195.0,70.22,1,2,3,50,180,S
2018-01-02 04:00:00,3513.84,12.6,3585.77,196.04,71.92,1,2,4,0,210,SSW
2018-01-02 04:10:00,3564.01,13.23,3600.0,196.41,35.99,1,2,4,10,210,SSW
2018-01-02 04:20:00,3475.28,13.09,3600.0,198.52,124.72,1,2,4,20,210,SSW
2018-01-02 04:30:00,3561.99,12.92,3597.33,198.01,35.34,1,2,4,30,210,SSW
2018-01-02 04:40:00,3521.55,12.63,3587.76,197.66,66.21,1,2,4,40,210,SSW
2018-01-02 04:50:00,3493.61,12.83,3595.52,201.1,101.92,1,2,4,50,210,SSW
2018-01-02 05:00:00,3555.3,12.54,3582.11,200.36,26.81,1,2,5,0,210,SSW
2018-01-02 05:10:00,3377.13,12.1,3537.34,196.98,160.21,1,2,5,10,210,SSW
2018-01-02 05:20:00,3479.63,12.36,3567.39,199.8,87.77,1,2,5,20,210,SSW
2018-01-02 05:30:00,3539.11,12.6,3586.08,201.27,46.97,1,2,5,30,210,SSW
2018-01-02 05:40:00,3430.44,12.21,3551.16,198.98,120.73,1,2,5,40,210,SSW
2018-01-02 05:50:00,3301.92,11.99,3520.01,202.57,218.09,1,2,5,50,210,SSW
2018-01-02 06:00:00,3235.54,11.68,3463.03,200.7,227.49,1,2,6,0,210,SSW
2018-01-02 06:10:00,3519.02,12.47,3576.8,197.87,57.78,1,2,6,10,210,SSW
2018-01-02 06:20:00,3469.54,12.49,3578.75,201.1,109.21,1,2,6,20,210,SSW
2018-01-02 06:30:00,3296.19,11.79,3485.42,200.36,189.23,1,2,6,30,210,SSW
2018-01-02 06:40:00,3045.51,10.9,3237.31,199.46,191.8,1,2,6,40,210,SSW
2018-01-02 06:50:00,3444.74,12.19,3548.21,202.75,103.47,1,2,6,50,210,SSW
2018-01-02 07:00:00,3417.75,11.98,3518.51,199.4,100.76,1,2,7,0,210,SSW
2018-01-02 07:10:00,2807.61,10.67,3144.98,197.23,337.36,1,2,7,10,210,SSW
2018-01-02 07:20:00,2493.39,9.7,2588.59,200.32,95.2,1,2,7,20,210,SSW
2018-01-02 07:30:00,3215.2,11.42,3400.78,200.49,185.59,1,2,7,30,210,SSW
2018-01-02 07:40:00,3589.59,12.69,3590.57,199.53,0.98,1,2,7,40,210,SSW
2018-01-02 07:50:00,3599.15,13.06,3600.0,200.61,0.85,1,2,7,50,210,SSW
2018-01-02 08:00:00,3375.18,11.52,3426.92,195.85,51.75,1,2,8,0,210,SSW
2018-01-02 08:10:00,3346.98,11.51,3424.85,197.75,77.87,1,2,8,10,210,SSW
2018-01-02 08:20:00,3567.97,12.42,3572.34,199.16,4.37,1,2,8,20,210,SSW
2018-01-02 08:30:00,3519.26,12.16,3544.69,198.4,25.42,1,2,8,30,210,SSW
2018-01-02 08:40:00,3485.19,11.67,3461.27,194.66,-23.92,1,2,8,40,180,S
2018-01-02 08:50:00,3145.56,11.15,3321.55,195.83,175.98,1,2,8,50,210,SSW
2018-01-02 09:00:00,2978.31,10.77,3186.23,193.17,207.92,1,2,9,0,180,S
2018-01-02 09:10:00,3179.01,10.93,3247.07,195.1,68.07,1,2,9,10,210,SSW
2018-01-02 09:20:00,3461.58,12.14,3542.07,198.29,80.49,1,2,9,20,210,SSW
2018-01-02 09:30:00,3082.55,11.2,3337.21,200.76,254.66,1,2,9,30,210,SSW
2018-01-02 09:40:00,3493.66,12.95,3597.68,204.08,104.02,1,2,9,40,210,SSW
2018-01-02 09:50:00,3601.05,14.88,3600.0,197.59,-1.05,1,2,9,50,210,SSW
2018-01-02 10:00:00,3597.56,15.12,3600.0,196.35,2.44,1,2,10,0,210,SSW
2018-01-02 10:10:00,3602.17,16.29,3600.0,196.84,-2.17,1,2,10,10,210,SSW
2018-01-02 10:20:00,3601.99,16.12,3600.0,192.23,-1.99,1,2,10,20,180,S
2018-01-02 10:30:00,3600.79,15.27,3600.0,190.95,-0.79,1,2,10,30,180,S
2018-01-02 10:40:00,3590.75,13.57,3600.0,192.95,9.25,1,2,10,40,180,S
2018-01-02 10:50:00,3601.85,15.37,3600.0,194.75,-1.85,1,2,10,50,180,S
2018-01-02 11:00:00,3601.87,15.86,3600.0,195.04,-1.87,1,2,11,0,210,SSW
2018-01-02 11:10:00,3591.66,14.92,3600.0,197.99,8.34,1,2,11,10,210,SSW
2018-01-02 11:20:00,3579.02,13.61,3600.0,201.49,20.98,1,2,11,20,210,SSW
2018-01-02 11:30:00,3598.13,14.46,3600.0,200.49,1.87,1,2,11,30,210,SSW
2018-01-02 11:40:00,3525.33,12.69,3590.53,202.23,65.19,1,2,11,40,210,SSW
2018-01-02 11:50:00,3560.7,13.56,3600.0,202.15,39.3,1,2,11,50,210,SSW
2018-01-02 12:00:00,3537.68,13.32,3600.0,203.29,62.32,1,2,12,0,210,SSW
2018-01-02 12:10:00,3491.29,12.61,3586.26,201.09,94.97,1,2,12,10,210,SSW
2018-01-02 12:20:00,3530.77,12.31,3562.63,197.54,31.86,1,2,12,20,210,SSW
2018-01-02 12:30:00,2915.84,10.38,3006.72,200.92,90.88,1,2,12,30,210,SSW
2018-01-02 12:40:00,2178.66,9.12,2219.69,201.02,41.03,1,2,12,40,210,SSW
2018-01-02 12:50:00,2244.41,9.25,2308.32,198.98,63.91,1,2,12,50,210,SSW
2018-01-02 13:00:00,1278.9,9.07,2190.7,198.24,911.81,1,2,13,0,210,SSW
2018-01-02 13:10:00,2832.93,10.34,2988.42,196.65,155.49,1,2,13,10,210,SSW
2018-01-02 13:20:00,3205.97,11.1,3307.71,200.15,101.74,1,2,13,20,210,SSW
2018-01-02 13:30:00,3149.28,11.07,3296.3,198.9,147.02,1,2,13,30,210,SSW
2018-01-02 13:40:00,3273.66,11.33,3375.74,201.14,102.09,1,2,13,40,210,SSW
2018-01-02 13:50:00,3114.1,11.02,3277.76,204.93,163.66,1,2,13,50,210,SSW
2018-01-02 14:00:00,3111.06,10.91,3238.71,204.81,127.65,1,2,14,0,210,SSW
2018-01-02 14:10:00,3361.01,11.77,3481.45,209.78,120.44,1,2,14,10,210,SSW
2018-01-02 14:20:00,3421.42,11.87,3501.13,209.6,79.71,1,2,14,20,210,SSW
2018-01-02 14:30:00,3520.15,12.17,3545.85,208.32,25.7,1,2,14,30,210,SSW
2018-01-02 14:40:00,3589.43,12.82,3595.39,211.18,5.96,1,2,14,40,210,SSW
2018-01-02 14:50:00,3495.12,12.57,3584.1,209.46,88.98,1,2,14,50,210,SSW
2018-01-02 15:00:00,3298.76,11.4,3395.93,205.62,97.17,1,2,15,0,210,SSW
2018-01-02 15:10:00,2894.44,10.55,3087.17,200.61,192.73,1,2,15,10,210,SSW
2018-01-02 15:20:00,3486.63,12.31,3562.06,202.06,75.43,1,2,15,20,210,SSW
2018-01-02 15:30:00,3455.25,12.17,3545.73,203.72,90.48,1,2,15,30,210,SSW
2018-01-02 15:40:00,3556.79,12.29,3559.7,204.61,2.91,1,2,15,40,210,SSW
2018-01-02 15:50:00,3375.58,12.01,3523.99,201.74,148.4,1,2,15,50,210,SSW
2018-01-02 16:00:00,3493.98,12.21,3551.32,201.72,57.34,1,2,16,0,210,SSW
2018-01-02 16:10:00,3549.15,12.94,3597.57,199.97,48.43,1,2,16,10,210,SSW
2018-01-02 16:20:00,3483.32,13.67,3600.0,203.87,116.68,1,2,16,20,210,SSW
2018-01-02 16:30:00,3589.86,13.7,3600.0,204.8,10.14,1,2,16,30,210,SSW
2018-01-02 16:40:00,3584.24,12.76,3593.42,202.65,9.19,1,2,16,40,210,SSW
2018-01-02 16:50:00,3599.01,12.77,3593.66,201.26,-5.34,1,2,16,50,210,SSW
2018-01-02 17:00:00,3602.64,13.08,3600.0,203.44,-2.64,1,2,17,0,210,SSW
2018-01-02 17:10:00,3550.56,12.59,3585.45,205.15,34.89,1,2,17,10,210,SSW
2018-01-02 17:20:00,3552.78,12.51,3580.14,205.01,27.36,1,2,17,20,210,SSW
2018-01-02 17:30:00,3585.01,12.53,3581.61,204.12,-3.4,1,2,17,30,210,SSW
2018-01-02 17:40:00,3421.18,11.96,3516.31,202.0,95.13,1,2,17,40,210,SSW
2018-01-02 17:50:00,3406.04,11.95,3513.26,194.38,107.22,1,2,17,50,180,S
2018-01-02 18:00:00,3515.61,12.21,3550.54,189.52,34.93,1,2,18,0,180,S
2018-01-02 18:10:00,3515.97,12.28,3558.4,190.58,42.43,1,2,18,10,180,S
2018-01-02 18:20:00,3475.42,12.72,3592.04,187.61,116.62,1,2,18,20,180,S
2018-01-02 18:30:00,3471.16,12.27,3557.32,189.44,86.16,1,2,18,30,180,S
2018-01-02 18:40:00,3281.75,11.7,3468.16,192.26,186.41,1,2,18,40,180,S
2018-01-02 18:50:00,2955.11,10.96,3259.41,190.46,304.3,1,2,18,50,180,S
2018-01-02 19:00:00,3061.74,11.3,3367.81,192.86,306.07,1,2,19,0,180,S
2018-01-02 19:10:00,2679.11,10.67,3141.29,194.08,462.18,1,2,19,10,180,S
2018-01-02 19:20:00,2721.08,10.83,3210.35,195.2,489.27,1,2,19,20,210,SSW
2018-01-02 19:30:00,2649.14,10.58,3102.34,195.34,453.2,1,2,19,30,210,SSW
2018-01-02 19:40:00,2707.74,10.39,3010.96,201.8,303.22,1,2,19,40,210,SSW
2018-01-02 19:50:00,2508.83,10.08,2841.1,204.21,332.27,1,2,19,50,210,SSW
2018-01-02 20:00:00,2316.65,9.84,2687.69,199.75,371.04,1,2,20,0,210,SSW
2018-01-02 20:10:00,3081.54,11.44,3406.64,200.24,325.09,1,2,20,10,210,SSW
2018-01-02 20:20:00,3397.64,11.94,3512.98,201.17,115.34,1,2,20,20,210,SSW
2018-01-02 20:30:00,3391.72,11.86,3498.35,201.71,106.64,1,2,20,30,210,SSW
2018-01-02 20:40:00,3587.51,12.81,3595.14,201.35,7.62,1,2,20,40,210,SSW
2018-01-02 20:50:00,3603.11,12.91,3597.28,201.68,-5.83,1,2,20,50,210,SSW
2018-01-02 21:00:00,3591.09,12.73,3592.27,202.41,1.18,1,2,21,0,210,SSW
2018-01-02 21:10:00,3221.04,11.66,3459.66,202.66,238.61,1,2,21,10,210,SSW
2018-01-02 21:20:00,2887.73,11.1,3305.04,204.06,417.3,1,2,21,20,210,SSW
2018-01-02 21:30:00,2364.53,10.16,2888.18,203.34,523.65,1,2,21,30,210,SSW
2018-01-02 21:40:00,1935.85,9.2,2275.21,197.8,339.36,1,2,21,40,210,SSW
2018-01-02 21:50:00,1549.48,8.54,1852.27,195.51,302.79,1,2,21,50,210,SSW
2018-01-02 22:00:00,1625.76,8.81,2021.75,187.48,396.0,1,2,22,0,180,S
2018-01-02 22:10:00,1994.22,9.61,2523.61,188.02,529.39,1,2,22,10,180,S
2018-01-02 22:20:00,2362.0,9.84,2691.85,190.66,329.85,1,2,22,20,180,S
2018-01-02 22:30:00,2097.77,9.34,2364.2,196.73,266.43,1,2,22,30,210,SSW
2018-01-02 22:40:00,1564.59,8.42,1781.9,197.02,217.31,1,2,22,40,210,SSW
2018-01-02 22:50:00,1107.47,7.66,1339.71,188.69,232.24,1,2,22,50,180,S
2018-01-02 23:00:00,1303.12,8.14,1613.85,181.66,310.73,1,2,23,0,180,S
2018-01-02 23:10:00,1561.18,8.55,1857.14,173.54,295.96,1,2,23,10,180,S
2018-01-02 23:20:00,1545.0,8.38,1755.63,171.38,210.63,1,2,23,20,180,S
2018-01-02 23:30:00,1456.74,7.85,1445.55,179.82,-11.18,1,2,23,30,180,S
